retention_1_diff_pp,retention_7_diff_pp
-0.20922175890004668,-1.0139324190921006
-0.4234048175375704,-0.7265969308016207
-0.9270828953264199,-0.848875331022575
-0.5318857970088187,-0.21272861747976268
-0.2663784341402131,-0.8659068104229339
-0.02223356306657598,-0.4264072396881563
-0.6689839169023937,-0.9151506647893798
-0.9438800825216087,-0.7094893211884973
-0.49006522854334045,-0.766374376812981
-0.4809748975377337,-0.6677329322628461
-0.930302052520704,-0.8293499969975776
-0.22246398974543613,-1.441353843048715
-0.7087359861761677,-0.7921335359341253
-0.6463543586981202,-0.7112608240269325
-0.9503586751041349,-1.0282730790731747
-1.1593690103706755,-0.6513745265652404
-0.31184499062462123,-0.8863902638310217
-0.39870528474986733,-0.8245011221091753
-0.8523783535838214,-0.9568667755210675
-1.1413167074391162,-0.7972794071758049
-0.8820551203395866,-1.0078806573342232
-0.9351509274091008,-0.7502741646664063
-0.8746184083739672,-0.672866852831594
-0.9294349648067413,-0.36066319447979056
-0.5201329741049587,-0.48893212770223515
-0.37386396681785006,-1.2582713041769389
-0.32857799827998857,-0.9047141863782693
-0.4567678505062289,-0.6527072479060869
-1.5200524177170327,-0.3559829568650058
-0.7838405066141085,-1.1501007471236113
-0.595262871280483,-0.6753502321750177
-0.5979387892433907,-0.7508950095022615
-0.57751951537513,-0.8780506121326498
-0.5201568754508223,-0.5091290600382631
-0.5245535427769898,-0.9103779201137335
-0.2935598708796172,-0.6579575768815571
-0.5851368152873015,-0.6783499986205088
-0.5781284095380534,-1.328464245578362
-0.24413690395834187,-1.3196694355343097
-0.7421900508139678,-0.7003079585137545
-0.4665700580168297,-0.3889579618112565
-0.34112177868504956,-0.9882762423130242
-0.5897409226893247,-0.7943184435325545
-0.7208021822813993,-0.7487996581812484
-0.2853873810631402,-0.5010476018909221
-1.2969730420851033,-1.0020482863251385
-1.0559055430614472,-0.38581493482973406
-0.5062684230319858,-0.818474737088884
-0.6429934163595274,-0.9627767521346337
-0.7857567453802894,-0.582141179938625
-0.8898918110005483,-0.88243385339416
-0.5521618103410508,-0.9639915896770379
-0.5985342573416597,-0.38434190373629606
-0.6434202471841788,-0.6296374328125048
-0.6436142611953799,-0.7748826657849733
-0.49064874596868036,-0.7311622354014058
-0.45149214479317523,-0.6198098485643178
-0.3586054656476434,-0.7212436194840799
-0.028595747242382563,-0.6193830177396664
-0.183967036208027,-0.9866226232730341
-0.6598547830945489,-0.9026203104489761
-0.3130225007565046,-0.7227315520338923
-0.7156279835186963,-0.8445696953655435
-0.34171577139159304,-1.0180186640003364
-0.8203465665642895,-1.0079970657409454
-1.1451208574504546,-0.43910623130217485
-0.7158488496592064,-0.5931059961247348
-0.6139613957854839,-0.5662737846054977
-0.916543434573236,-0.5898480361282127
-0.6735626475668333,-0.844957723387954
-0.22973206443743788,-0.5225130760279667
-0.748732822936321,-1.0324115528483113
0.11548540166285148,-0.527945468341709
-0.8645460566394036,-0.859984883136436
-1.146890884897167,-0.7773526190637425
-0.4515563243330023,-0.7134964851005371
-0.8198809329373946,-0.40103610858941985
-0.4015632660510471,-0.8252249492870983
-0.4345248449326433,-0.7203511550325392
-0.7276150986277208,-1.4482726925205442
-0.37695476493248004,-1.1725109145791002
-0.5291322734414294,-0.9611858372427534
-0.7768321008648604,-1.0398990182891032
-0.24665908610400633,-0.968465862607687
-0.692067158060633,-0.5835619821651705
-0.17994497083961836,-0.9905268048430033
-0.2355241572525646,-0.7686503160805463
-0.9208371195573328,-0.8941747256250882
-0.9192462046654581,-0.7277744409335041
-0.9018147465697512,-0.6085719373708026
-0.9257247972479787,-0.9748160961105562
-0.727913570372718,-0.7886039563219149
-0.5213209595180568,-0.6977738256951554
-0.13109061988730852,-1.2419263245439822
-0.9023311336718187,-0.9213307856269087
-0.41470251455437146,-0.686483685634745
-0.5603343001575278,-0.8646919728805297
-0.6748550907137219,-0.7456969093936866
0.01897958662769872,-0.9068349144368687
-0.27920726022561126,-0.5737478239816379
-0.905926368215576,-0.749627943092962
-0.2831248678602294,-0.4262654545438449
-0.6976279094540294,-0.7771332283149496
-0.30773336897879644,-0.3925919991572574
-0.9400923093583646,-0.8085949239738016
-0.7229333856212161,-0.35921701551566154
-0.5963613004161594,-1.3992885070968546
-0.08965807944423809,-0.56028620238745
-0.4834702275540892,-0.5912568876818236
-0.6690615225068752,-1.061701766973386
-0.8513933820714248,-1.3543920419731266
-0.8605374173356495,-0.9799619673522358
-0.8032643336887524,-0.304387033018233
-0.6754490834202709,-1.1189479984909712
-1.2258100306276554,-0.5774848436697066
0.030513018782768464,-0.6548533527022754
-0.34912710661962887,-0.8643039448581191
-0.9389536020287248,-1.0785511830354755
-0.45349646444504677,-0.6335818925764347
0.2610932859201498,-0.9948339158917546
-0.5578523962058213,-0.880713104030903
-0.5702663421395027,-0.4973493850050914
-0.7222364105725965,-0.6267272226444298
-0.6970712441579985,-0.5126466889775416
-0.7450734088527311,-0.6780141994649935
-0.5107441713543548,-0.9546027869264367
0.01486648959015402,-0.7141695588032848
-0.4780527366967213,-0.967806214969591
-0.5588866458016761,-0.6657151865463146
-0.7921682076395486,-0.38007359548978825
0.03523353459152223,-1.046259727073187
-0.7244601209732693,-0.8091635399427616
-0.28982285119155127,-0.45933149115923166
-0.7922338625711012,-1.0467522128293854
-0.8966166464611791,-0.628913605634579
0.26249018680082337,-0.6822168527799571
-1.256664307515304,-1.086490856038505
-0.20089405787460102,-0.946831751197022
-1.243565337205943,-0.7764735806768536
0.18052952103915776,-0.5881929416965026
-0.47187114046747247,-1.0972765596697824
-0.7475165100021997,-0.7868817315669352
-1.1251149883421963,-0.984772039438403
-0.5262996688778387,-0.7002557296468592
-0.4041630538011931,-1.1314917788960266
-0.4593795889293095,-0.520056548813852
-0.44640897769960275,-0.677651548180172
-0.2253219710466159,-0.9144387882843857
-0.3512732114158146,-0.6299090524281931
-0.5984835038664871,-1.3425706133542743
-0.48918766554817417,-0.8291171801841302
-0.7426288323115537,-0.9903193647671449
-0.04543173723981497,-0.9527283017459365
-0.6431993810436631,-0.9310434368600934
-0.4609958805587788,-0.6616169909651443
-0.45280996467764734,-0.7185288987189314
-0.6427845008919519,-0.7772108339194339
-0.6933730272721761,-0.7192781026344436
-0.3004652942867947,-0.9898537311402528
-0.5494605156405541,-0.603179823251021
-0.20878297740246077,-0.5853349603953228
-0.9884302732086125,-1.0272000266750818
-1.0487792535137597,-1.1614804434614405
-0.29622531356131576,-1.325903260630454
-0.11698130132795637,-0.5861617699153165
-0.8476712638397221,-0.7278386204733311
-0.8426537516777077,-0.762210526300261
-0.5216299065442631,-1.2431157853488002
-0.25755972275028904,-0.9789665205586245
-0.295032901973058,-1.2840185126251487
-0.7989586980317209,-0.897123738595404
-0.40576591936600237,-0.6166026420429682
-0.8830251903956143,-0.7101877716288368
-0.9794802519556001,-0.8038102286252263
-0.5292218297188456,-0.7297653345207294
-0.7547711586295469,-0.7413897983449352
-0.402040850350871,-1.0358261994455165
-0.37325654804664654,-0.6358832085815863
-0.7434705432879218,-0.8449189205857133
-0.5277741753629939,-0.17432269561149238
-1.237901603470476,-0.8709765514518519
-0.24267582353783568,-0.5392595097479885
-0.38565854330739335,-0.5747432707752492
-0.3010353856474801,-1.3777573780282604
-0.8162991244582918,-1.2647633228241195
-0.2649681071948795,-0.714441178418973
-0.9850932322158834,-1.1174615413328786
-0.32114276170608913,-0.7420509213747511
-0.673873069984765,-0.4942063580235717
-0.9097290428351945,-0.9051544432675723
-0.9941059576170141,-1.0768692364744563
-0.4988600385873898,-0.9673928102095941
-1.204602750041639,-0.8422683793603891
-0.8105965879205812,-1.0222869722468497
-0.433607003743508,-0.4429462333323142
-0.5527065249641472,-0.7044971857640636
-0.6265439789927829,-0.5162031207190582
0.005917943728855901,-0.7539082020124044
-0.3509762150625373,-1.0714905484193293
-0.3118972194915193,-0.6625094554166877
-0.6690241950963571,-0.20560380332379224
-0.7445809230965383,-1.0245882882520014
-0.3857480995848095,-0.4249595853323046
-0.973143444517377,-0.7764079257453038
-0.8170886065677674,-0.6312671505066259
-0.03794574719074295,-1.0098596002485167
-0.5112993612586603,-1.2226577086782986
-0.6798338000735038,-0.9429141435624011
-0.7019857739779534,-0.5866020268046224
-0.8967972344077313,-1.0828702447571588
-0.7339265293283548,-0.7191228914254805
-0.6035398188307506,-0.988250865575438
-0.7084375144311761,-0.9598143130996634
-0.6618725288110805,-1.0679206906131582
-0.16122106959703397,-0.7832745463502433
-0.777478322438302,-0.9741042196055649
-1.0036753483141703,-0.5684198894016862
-0.5657786431442047,-0.9236321016320631
-0.9392640244466455,-0.9717894775357616
-0.7093180282097822,-1.0016617336944504
-0.43011622693354123,-1.256577406942988
-0.46915641970232125,-0.4122217909160425
-0.5350288239903411,-0.669517861165933
-0.5112605584564223,-0.9982470870972399
-0.67146877163754,-1.1544705623204727
-0.33910403296851244,-1.1495187050899969
-1.041538030951067,-1.0339636649379509
-0.6522121064447883,-0.35351300358623383
-0.3472003925722278,-1.1134394759644672
-0.22332960206767338,-0.5906882717128609
-1.1111474549271527,-0.34906558278489375
-0.849856171438157,-0.5808994902669146
-0.5833265096466256,-0.6121283691123192
-0.8540588247531178,-0.9538789597485109
-0.07790378114865826,-0.7747662573782482
-0.2702184361703497,-0.8415057493802253
-0.5958180611847885,-0.5658603798454981
-0.9079814413426313,-0.6581769676303473
-0.5339930990027664,-0.7094236662569503
-0.29887437939491446,-1.207360404705851
-0.32493201026105867,-0.4457012322914261
-1.3543103052718275,-1.0492221661081573
-0.4598586486208589,-1.0038585919658143
-0.41976930479984964,-0.5100737533567018
-0.8855593232142134,-1.147293519297607
-0.6666691748325904,-0.551492867735115
-0.8123039112191865,-0.4138380825455118
-0.32074278301074677,-0.4993268525276623
-0.7409752132715608,-0.7118682427981332
-0.6831708410662274,-0.6741204931762418
-0.39176105854044074,-1.0565156175377455
-0.8016480420592831,-0.8065652275843355
-0.2502528452560493,-0.7183468353806594
0.01599029546342501,-1.0404542081934114
-0.49478721974380857,-1.0215482436125523
-0.44015125125759225,-0.8592610559585101
-0.8560646197967148,-0.8155391501832226
-0.5758524702704881,-0.6460212152477024
-0.7439735043253293,-1.2905090558806092
-0.6199743547411207,-0.8200134231138717
-0.6648469185189854,-0.5221265233972788
-0.36918225381133984,-0.33439959892951343
-0.48561780774200036,-0.9177236004102168
-0.5164332818274053,-0.881089181380379
-0.9734926697375468,-0.8310826970337692
-0.6669795972505221,-1.5278261091515448
-0.00956142358186085,-0.7664251302881564
-0.8352424164496719,-1.1138275039868777
0.007701397240222896,-0.8912913675863221
-0.2794908305142285,-0.8403416653129964
-0.2527362245994702,-0.6940621827446758
-1.1596525806592983,-0.42440292003627644
-0.861934318216323,-0.6874149528885293
-0.5910467919008677,-0.8734077019283831
-0.753077261395596,-1.0448643015842307
-0.14660879000026328,-1.3240541521875426
-0.6198833230719847,-0.5813651238938067
-0.9533345402037596,-0.3731562214096734
-1.2495021659488126,-1.1555704668478746
-0.960653368370934,-0.6764486613106996
-0.07010589328993455,-0.5587340902978077
-0.515915419333618,-0.7326233158219092
-0.6796009832600591,-0.47160365194860165
-0.8715410363239973,-0.6455436309478757
-0.27931024256767634,-0.5416384313576217
-0.34939872623531154,-0.4780568677935415
-0.5598969940516618,-0.9830661915315175
-0.9524406003604935,-0.8114917080772222
-1.333723869521669,-0.651801357389889
-0.4467074494445944,-0.7184244409851409
0.07210077043480756,-1.2129465328368338
-0.6491481604594673,-0.4887112615617223
-0.21624359071394372,-0.751541231075703
-0.5585762233837499,-0.5353030993111241
-0.2876633203307055,-0.31716363023673866
-0.26543374082176885,-1.0524174219565752
-0.7619347755877581,-0.6935696969884747
-0.9743597574515039,-0.8946523099249176
-0.33413874967338497,-1.1344407918663424
-0.9319451962794711,-0.7803270087716474
-0.6465215205800179,-0.7865339817384853
-0.5270891509873088,-0.23075554367373574
-0.2037386131111263,-0.4064804515760939
-0.588848458237784,-1.1060549928657433
-0.5935301712442886,-0.754451441243778
-0.716702511308509,-1.1843816212814025
-0.25199897135689264,-1.069266838018662
-1.3338790807306322,-0.7988449453300989
-0.32976893447652644,-1.0057599292756207
-0.7511251706106115,-0.7056866465688816
0.2433245532772077,-0.8238802772733145
-1.3068782319377747,-0.9547579981353999
-0.6703166382432402,-0.9116584125876903
-0.6843349251334563,-0.7682757141227875
-0.5908781546272501,-0.8147884708759906
-0.623596441414187,-1.2572236285164295
-0.953825550568238,-0.5531613882314795
-0.65869069902732,-0.8769507076052452
-1.2675917962908956,-0.4573137454427001
-0.7734189296593752,-0.9877971826214804
-0.3080557420696628,-0.8391910073104164
-1.1113817471323173,-0.5584878474197086
-0.2705557107175849,-0.7716112797237967
-0.829192130083517,-0.8644457300024305
-0.1475385818623276,-0.8423071821626327
-0.6540238874771842,-0.6658330703447596
-0.07258927263335546,-1.2144210393219916
-1.181300118134615,-0.862868241175202
-0.5585762233837499,-0.6298956263635386
-0.4658074280366631,-0.5484154956851423
-0.527824928838172,-0.8635920683531279
-0.28959150976982095,-0.9090974276397823
-0.5390120865565118,-0.18912898921945864
-0.5254072044262925,-0.41408432542361095
-0.4677714694945767,-1.0272642062149118
-0.6420233463035052,-0.8150481398187415
-0.35045982796047537,-1.0623733652844165
-0.4890966338790381,-1.1153020104720357
0.05443649552565599,-0.6987170436218743
-0.6942401149861277,-1.1039611169364498
-0.30832588629362556,-0.4226179911331923
-0.49073830224609094,-1.0217168808861672
-0.6474796399631111,-0.49543609702235036
-1.0065855584822425,-0.9840750643897833
-0.5755808506547999,-0.9995917591110237
-0.4157636162795353,-0.772205272430343
-0.1381244023741457,-0.5135391534290851
-0.8634595781766563,-0.7932453911344589
-0.7156533602562853,-1.0645970756850864
-0.432947356105412,-0.8809593469090021
-0.3538715237742407,-0.946237758490473
-0.07735906652555635,-0.7261312971747286
-0.36446321339431154,-0.9440901783025646
-0.5621968346650963,-0.9193652687772724
-0.37077464409494,-1.0080612452807753
-1.0289822998730713,-0.5405414776136597
-0.9932134931654679,-1.2521165600769906
-1.0138924359764823,-0.8115946904192928
-0.853775254464495,-1.00772692151698
-0.39072680894459144,-1.0766498457256635
-0.8140366112553754,-0.978979946623279
-1.1094028042180293,-0.7571527359442748
-1.1220749437027444,-1.298126355792778
-0.21621673858463475,-0.5952789530502323
-0.6809068524716022,-1.1324484228873972
-0.39891272482572293,-0.6864717349618132
-1.0736354729021402,-0.8556911981523363
-0.17814809126360243,-0.9093958993847767
-1.0689522845039157,-0.9711940094374899
-0.9233324495736939,-1.535144937318722
-0.4107834315280279,-0.7669952216488363
-1.04921951040306,-0.7032942988945939
-0.17139787906538806,-0.6985752584775629
-0.22501154862868966,-1.0486669762038492
-0.5906453378137999,-0.9486301061647606
-0.9242114879605856,-1.1306769200489675
-0.8368213806686176,-1.3033378819660073
-1.0510686188459795,-1.2795696164320884
-0.43169371576077253,-0.5160613355747468
-0.8338469909607182,-0.2195564352824586
-0.570124556995194,-0.538031246140927
-0.9409191188783583,-0.5611398640367526
-0.8440626032313103,-0.9499733027868218
-0.2526198161927451,-0.9012234095682997
-0.8975598643878924,-0.7887845442684643
-0.5727750982205182,-0.6406037243903345
-0.8816805183818277,-1.1050341693345456
0.15109752176977187,-0.7615374525975077
-0.2606878482754371,-0.6021052954612083
-0.4387663010498477,-0.6203262356663852
-0.3416784439810694,-1.1892304961698104
-0.8344409836672617,-0.975539923288482
-0.5358556335103348,-0.5188536619443823
-0.4931694527226249,-1.0351396996781141
-0.3726222771461396,-0.8464710326753555
-0.45346961231574334,-0.8863126582265402
-0.5522408913372523,-0.9040545387401733
-0.9585699677228554,-1.0588049828699653
-0.08978791391561769,-0.6108747287676741
-0.6353104615158089,-1.002527346016688
-0.5182943409432594,-1.0017512899718666
-0.7312625620383761,-0.7644461873738628
-1.0292658701616941,-0.9453826214494504
-0.19495870452344577,-1.2357715804440366
0.06860999362482967,-0.9470899447480557
-0.44642240376425724,-1.0333816229043336
-0.20403560946440358,-1.1109695226856982
0.01968998774097286,-0.3110327874826596
-0.4585647300822504,-1.0565678464046409
-0.4744440760883095,-1.3801109229003072
-0.1373617723939735,-0.6090107188683858
-0.7577977772043443,-1.137362952707352
-0.7372635703210784,-1.1384748079076856
-0.16839663722817422,-1.1254788199403927
-0.48929064789023924,-0.7516710655470799
-0.6014564181826665,-1.001246853542731
-0.6781011000373094,-1.2015936886283163
-0.5861456881455673,-0.8589118307383431
-0.5431490849399256,-1.4563541506678879
0.18046534149933624,-0.9460288430228947
-0.6478288651832753,-0.7001139445025506
-0.6440142398907223,-0.9313792360156115
-0.9160524242087575,-0.23191962774096464
-0.42597775315840747,-0.5561477286123162
-0.5582269981635801,-0.6702416883438589
-0.18161349133598015,-0.27026137006940787
-0.7122148123132055,-1.2381505020536725
-1.1141874995666046,-0.9997991991868821
-0.6853557486646566,-0.36488074925112857
-0.39627560966505326,-1.1005598964038965
-0.2836158782247078,-0.7031778904878688
-0.9098305497855397,-0.7059970689868078
-0.5323514306357136,-0.649603023726808
-0.4481282516711371,-0.6159176176672831
-0.8915603314969156,-0.49349595691030035
-0.39723225365642656,-0.40119131979838574
-0.2828144454422976,-1.3456106579937233
-0.8787061286739284,-0.5997786027184676
-0.23583457967048527,-0.8197030006959427
-1.017226526185766,-0.8445965474948497
-0.17649299683188957,-0.7478042113876343
-0.8494815694804037,-0.863436857144162
-1.5450340454016387,-1.2462841890679088
-1.2079920199012661,-0.7672011863329747
-0.5354168520127545,-0.9585084438881258
0.06616541708365231,-0.5793085753750343
-0.65561480236907,-1.0803092598092507
-0.9860752529448458,-0.37212197181382134
-0.7565053340574557,-0.7883189106415722
-1.0324865027476926,-0.8561568317792284
-0.5421536381463088,-0.8321169466296213
-0.39886049595883044,-0.6653674367178675
-1.0868881790287555,-1.157147955675103
-1.009674881205147,-1.1177585376861505
-0.17581992312913908,-0.7595719357478714
-0.42743883357891366,-1.0581319091672148
-0.7665776857920248,-0.8279665221815558
-0.5769643254708245,-1.1011941673044034
-1.1132293801835114,-0.6441855328694429
0.08840694726551801,-0.5442128423701814
-0.24519653029178023,-1.0735978504132797
-0.9119900806463854,-0.9670943384645997
-0.9858573375877699,-0.4174467431539236
-0.6239829940448804,-0.3365606051820763
-0.9788459810550876,-0.6258093814553001
-0.1871742427293821,-0.5281648590905019
-0.21681220668290369,-0.9539177625507517
-0.8475280033036992,-0.5649679153939574
-0.9789250620512835,-0.23032871284908163
-0.8622193638966602,-0.9588442430436384
-0.451063838576804,-0.8278113109725926
-0.37187307323062746,-0.352530982857277
-0.45662458997019484,-0.9007697266143394
-0.45266817953333316,-0.7549036488060157
-0.6637216372539945,-1.0400542294980664
-0.7729010671655823,-1.1475531882403605
-0.23860300469425444,-0.7522262554513881
-0.858210724592906,-1.1467383293933016
-0.34500205890914404,-0.5877914876094376
-0.6243590713943536,-0.8623384280084828
-0.23579577686824726,-0.9911730264164448
-0.40030815031468214,-0.6063736037077189
-0.1665087259830167,-1.1252206263893587
-0.22784267780056044,-1.2605472434445013
-0.5189674146460099,-0.8102500184055117
-1.0658107329141187,-1.0223123489844388
-0.8439073920223528,-1.0924903889294875
-0.792001045757651,-0.635172807468315
-0.5122172024477956,-0.9137015350418082
0.019082568969769342,-0.7266611103414478
-0.9150181746129082,-0.8359838007890696
-0.604663624704016,-0.49692255418044007
-0.4224093707439591,-0.7299593485319361
-0.6138181352494554,-1.0304460359986722
-0.5838831749426565,-1.0718263475748473
-0.805849219982524,-0.926982568689444
0.29035664791591254,-0.5424025367295054
-0.8622835434364928,-0.8295693877463706
-0.5063072258342238,-1.2408144693436456
-0.275623976354783,-0.8887318580301368
-0.18853086541609776,-0.7224465063535551
-0.512087367976416,-0.7903874098332792
-0.37505342762266247,-0.9016487650012284
0.03709606909908514,-0.720170567085987
-0.17306492417002994,-0.7642924515566196
-0.7768067241272714,-0.8762254050356022
-0.5723870701981049,-0.8722689945987377
-0.7545771446183347,-1.045226952869052
-0.5872202159353856,-0.792987197583428
-0.4204050510920765,-1.174928638990974
-0.871903687608816,-0.8131214257713459
-0.38360051939690387,-0.8932180816337204
-0.4749485125174424,-0.78231790235887
-0.31736693921577963,-0.48105515884731276
-1.0131925101444283,-1.0937723567951585
-0.7978468428313845,-0.8518631467951315
-0.29195700531480795,-0.7636716067207644
-0.5088935875197209,-0.713781530780877
-0.3257468691081178,-0.6837033099380468
-0.715395166705246,-0.7003079585137545
-0.2883110172958725,-1.2723134924130186
-1.1296012119457743,-1.0052942956487314
-0.5378733792268664,-0.3957857796139497
-0.6357895212073583,-1.0978959291139179
-0.6263887677838198,-0.9789142916917293
-1.334667087448388,-0.5117796012635845
-1.1490369896933583,-0.7439761600304268
-1.1819731918373655,-0.5196953729207476
-0.9189999617873534,-0.6205202496775919
-0.4126579167085309,-0.7748572890473843
-0.7491089002857998,-0.9077796077553074
-0.3246603906453649,-0.8992952201291815
-0.6200012068704241,-0.9782426933806987
-0.5373301399954955,-0.7337754492162035
-1.0080078361005052,-0.9442065867092869
-1.0018904194110834,-1.0373902622080933
-0.4360903830869345,-0.8316393623297974
-0.8660071370599098,-1.1499574865875828
-0.5194584250104883,-1.4099309501921038
-1.084470454616876,-1.0218213386199548
-0.14388064317046312,-0.17019764790101033
-0.7513326106864671,-1.4199271717139084
-0.817890039350172,-1.0670804550285102
-0.6393086255383484,-0.75526630009084
-0.7200754043200364,-1.0042988488551174
-0.7833629223142846,-1.0525204042986402
-0.6478154391186208,-0.5049398327879567
-0.23538237210825042,-0.7569467712601363
-1.1131517745790298,-1.3388470197308573
-0.5433311482781977,-0.9129389050616415
-0.6809590813384947,-0.9703149710506037
-0.7820943805132652,-0.8458128604289766
-0.6975503038495479,-1.2272095872134292
-0.19115602990383285,-0.9045589751693034
-0.4147144652273005,-0.6997781453470353
-0.6048068852400501,-1.171216996040489
-0.29224057560341965,-0.7855773377471176
-0.3927311285964685,-0.7979912836807962
-0.49594982841931756,-0.7310189748653745
-1.101552687492413,-1.2040755925800202
-0.7291791613902976,-1.2622291900055176
0.24135903642757417,-1.1852875117976003
-0.22122230007372568,-0.041749602123739016
-0.2508095105520747,-1.1000300832371774
0.4153258675561544,-1.0421749575566686
-0.16434919512218205,-0.5359493208845684
-0.5970597508565045,-0.4309337414857006
-0.690218049617719,-0.9146581790331787
-0.5286666398145401,-1.0355023509629384
-0.4118818606637098,-0.7512964635893238
-1.0366369271957665,-1.0029915042518573
-0.488941422670075,-0.931391186688546
-0.7380903798410776,-0.9655302757020257
-1.0645556171777482,-0.8573850953862899
-0.5616789721713089,-1.1172152984547767
-1.2219312257952752,-1.4004137883618455
-0.4726218197747045,-1.0307564584166014
-0.030834359099424224,-0.5374238273697263
-0.33984128621109,-0.17209898521082234
-0.5613551236887282,-0.5639844192732779
-0.6992442010834987,-0.6143267027754029
-0.4508966766949063,-0.6618363817139344
-0.11667235430175005,-0.8861066935424045
-0.5727631475475836,-0.7670071723217708
-0.3247902251167445,-1.4444714932926483
-0.8880173258200508,-0.8622220196017605
-0.14122862655341906,-0.6209485558939604
-0.8352692685789809,-0.5872362977051293
-0.4409780607775804,-0.6664658658535494
-0.5652488299774827,-0.5480543197920407
-0.33788919542611096,-0.43335146589757456
